"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","No auth - Update role status","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","23","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","162","verifyOTP","QA|Nova Bank - Infopool","Sun Jun 08 21:06:28 GMT 2025","passed","Sun Jun 08 21:06:29 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","25","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","25","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","41","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:06:44 GMT 2025","failed","Sun Jun 08 21:06:44 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","27","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:06:45 GMT 2025","passed","Sun Jun 08 21:06:45 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","343","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Jun 08 21:06:43 GMT 2025","failed","Sun Jun 08 21:06:43 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","62","Update profile - invalid phone number","QA|Nova Bank - Infopool","Sun Jun 08 21:06:34 GMT 2025","passed","Sun Jun 08 21:06:34 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","25","category by id","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","24","Get all permissions","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","24","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","46","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:06:31 GMT 2025","passed","Sun Jun 08 21:06:31 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","23","Logout session - no session","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Logout","Bank Admin","",""
"","26","Create organization - no country ID","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","27","Get roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","54","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 08 21:06:44 GMT 2025","passed","Sun Jun 08 21:06:44 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","48","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:06:45 GMT 2025","failed","Sun Jun 08 21:06:45 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","25","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","24","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","236","Update profile - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:06:33 GMT 2025","passed","Sun Jun 08 21:06:33 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","26","Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","197","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:06:30 GMT 2025","passed","Sun Jun 08 21:06:30 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","25","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","24","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","26","update role","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"Create a new report","25","Create Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","25","Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 21:07:55 GMT 2025","passed","Sun Jun 08 21:07:55 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Update an existing report","25","Update Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","237","Get events - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:06:34 GMT 2025","passed","Sun Jun 08 21:06:34 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","25","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","25","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","26","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","40","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:06:30 GMT 2025","passed","Sun Jun 08 21:06:30 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Get a paginated list of reports with optional filtering","25","Get Reports Stats","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","44","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:06:30 GMT 2025","passed","Sun Jun 08 21:06:30 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","27","Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","33","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:06:42 GMT 2025","passed","Sun Jun 08 21:06:42 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","23","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","24","No auth - get user role","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","23","Get role by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","44","No_auth_add_comments","QA|Nova Bank - Infopool","Sun Jun 08 21:06:44 GMT 2025","passed","Sun Jun 08 21:06:44 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","26","Get Report Data - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:59 GMT 2025","passed","Sun Jun 08 21:07:59 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","62","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:06:36 GMT 2025","passed","Sun Jun 08 21:06:36 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","23","Update role status","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","72","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:06:45 GMT 2025","passed","Sun Jun 08 21:06:45 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","40","Get events - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:06:34 GMT 2025","passed","Sun Jun 08 21:06:34 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","73","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Sun Jun 08 21:06:44 GMT 2025","passed","Sun Jun 08 21:06:44 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","142","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:06:45 GMT 2025","passed","Sun Jun 08 21:06:45 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","52","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:06:45 GMT 2025","passed","Sun Jun 08 21:06:45 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","60","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 21:06:29 GMT 2025","passed","Sun Jun 08 21:06:29 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get a paginated list of reports with optional filtering","25","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"Get a specific report by ID","25","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","51","No user credentials","QA|Nova Bank - Infopool","Sun Jun 08 21:06:28 GMT 2025","passed","Sun Jun 08 21:06:28 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","49","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:06:43 GMT 2025","passed","Sun Jun 08 21:06:43 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","23","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","28","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","75","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:06:44 GMT 2025","failed","Sun Jun 08 21:06:44 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","27","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Sun Jun 08 21:07:59 GMT 2025","passed","Sun Jun 08 21:07:59 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","29","Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","25","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","160","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:06:42 GMT 2025","passed","Sun Jun 08 21:06:43 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","27","Export Report Data","QA|Nova Bank - Infopool","Sun Jun 08 21:07:59 GMT 2025","failed","Sun Jun 08 21:07:59 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","24","Create roles","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"Delete a report (soft delete)","25","Delete Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:07:59 GMT 2025","passed","Sun Jun 08 21:07:59 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"Get a specific report by ID","23","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","30","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","26","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","39","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:06:30 GMT 2025","passed","Sun Jun 08 21:06:30 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","25","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","23","Get role by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","26","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","28","Create organization - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","167","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Jun 08 21:06:35 GMT 2025","passed","Sun Jun 08 21:06:35 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","40","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:06:45 GMT 2025","failed","Sun Jun 08 21:06:45 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","156","verify OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:06:30 GMT 2025","passed","Sun Jun 08 21:06:31 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","6229","Invalid email format","QA|Nova Bank - Infopool","Sun Jun 08 21:06:22 GMT 2025","passed","Sun Jun 08 21:06:28 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","26","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Sun Jun 08 21:07:59 GMT 2025","passed","Sun Jun 08 21:07:59 GMT 2025","","corporate Adjustment","",""
"","55","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:06:33 GMT 2025","passed","Sun Jun 08 21:06:33 GMT 2025","v1 > Profile > Password","Bank User","",""
"","138","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Jun 08 21:06:35 GMT 2025","passed","Sun Jun 08 21:06:36 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"Create a new report","25","Create Report","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","34","audit trail - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:06:35 GMT 2025","passed","Sun Jun 08 21:06:35 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","27","No auth - update role","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","26","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 21:07:55 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","25","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Jun 08 21:06:29 GMT 2025","passed","Sun Jun 08 21:06:29 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","3145","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:06:36 GMT 2025","passed","Sun Jun 08 21:06:39 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","39","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 21:06:44 GMT 2025","failed","Sun Jun 08 21:06:44 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Get a specific report by ID","24","Get Report by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"Get a paginated list of reports with optional filtering","27","Get Reports","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","25","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","140","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:06:42 GMT 2025","passed","Sun Jun 08 21:06:42 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","25","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","25","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","124","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:06:31 GMT 2025","passed","Sun Jun 08 21:06:31 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","40","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:06:43 GMT 2025","passed","Sun Jun 08 21:06:43 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
