"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3196","Get Issue by ID","QA|Nova Bank - Infopool","Sat Jun 07 10:56:37 GMT 2025","failed","Sat Jun 07 10:56:40 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","132","Get all Issues","QA|Nova Bank - Infopool","Sat Jun 07 10:56:34 GMT 2025","failed","Sat Jun 07 10:56:34 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","84","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Sat Jun 07 10:56:42 GMT 2025","failed","Sat Jun 07 10:56:42 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","77","Create organization - no name","QA|Nova Bank - Infopool","Sat Jun 07 10:57:56 GMT 2025","passed","Sat Jun 07 10:57:57 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","78","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sat Jun 07 10:57:58 GMT 2025","passed","Sat Jun 07 10:57:58 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","80","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sat Jun 07 10:56:43 GMT 2025","failed","Sat Jun 07 10:56:43 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","80","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sat Jun 07 10:56:43 GMT 2025","passed","Sat Jun 07 10:56:43 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","75","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sat Jun 07 10:57:58 GMT 2025","passed","Sat Jun 07 10:57:58 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","75","Update user - ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 10:57:56 GMT 2025","passed","Sat Jun 07 10:57:56 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","115","Add user to an organization - successful","QA|Nova Bank - Infopool","Sat Jun 07 10:57:59 GMT 2025","passed","Sat Jun 07 10:57:59 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","123","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sat Jun 07 10:56:27 GMT 2025","failed","Sat Jun 07 10:56:28 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","75","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sat Jun 07 10:57:55 GMT 2025","passed","Sat Jun 07 10:57:55 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","76","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sat Jun 07 10:57:55 GMT 2025","passed","Sat Jun 07 10:57:55 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","84","No email - Forgot Password","QA|Nova Bank - Infopool","Sat Jun 07 10:56:26 GMT 2025","passed","Sat Jun 07 10:56:26 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","192","Get events - successful","QA|Nova Bank - Infopool","Sat Jun 07 10:56:30 GMT 2025","passed","Sat Jun 07 10:56:30 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","82","No Auth - Change password","QA|Nova Bank - Infopool","Sat Jun 07 10:56:28 GMT 2025","passed","Sat Jun 07 10:56:28 GMT 2025","v1 > Profile > Password","Bank User","",""
"","88","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 10:56:31 GMT 2025","passed","Sat Jun 07 10:56:31 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","77","No auth - get user role","QA|Nova Bank - Infopool","Sat Jun 07 10:57:56 GMT 2025","passed","Sat Jun 07 10:57:56 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","76","Fetch all users","QA|Nova Bank - Infopool","Sat Jun 07 10:57:55 GMT 2025","passed","Sat Jun 07 10:57:55 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","77","Empty fields - Update definition","QA|Nova Bank - Infopool","Sat Jun 07 10:57:55 GMT 2025","passed","Sat Jun 07 10:57:55 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","81","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 10:56:32 GMT 2025","passed","Sat Jun 07 10:56:32 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","168","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sat Jun 07 10:56:47 GMT 2025","passed","Sat Jun 07 10:56:47 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","76","Update user - empty action field","QA|Nova Bank - Infopool","Sat Jun 07 10:57:56 GMT 2025","passed","Sat Jun 07 10:57:56 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","76","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sat Jun 07 10:57:58 GMT 2025","passed","Sat Jun 07 10:57:58 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","77","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 10:57:57 GMT 2025","passed","Sat Jun 07 10:57:57 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","172","Invalid credentials","QA|Nova Bank - Infopool","Sat Jun 07 10:56:20 GMT 2025","passed","Sat Jun 07 10:56:20 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","159","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sat Jun 07 10:56:33 GMT 2025","failed","Sat Jun 07 10:56:34 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","79","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sat Jun 07 10:56:47 GMT 2025","passed","Sat Jun 07 10:56:47 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","78","No Auth - Search Customers","QA|Nova Bank - Infopool","Sat Jun 07 10:56:43 GMT 2025","passed","Sat Jun 07 10:56:43 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","83","Get profile - No Auth","QA|Nova Bank - Infopool","Sat Jun 07 10:56:29 GMT 2025","passed","Sat Jun 07 10:56:29 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","76","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sat Jun 07 10:57:54 GMT 2025","passed","Sat Jun 07 10:57:54 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","89","Update profile - invalid phone number","QA|Nova Bank - Infopool","Sat Jun 07 10:56:30 GMT 2025","passed","Sat Jun 07 10:56:30 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","267","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sat Jun 07 10:56:33 GMT 2025","passed","Sat Jun 07 10:56:33 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","77","Update definition","QA|Nova Bank - Infopool","Sat Jun 07 10:57:55 GMT 2025","passed","Sat Jun 07 10:57:55 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","945","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sat Jun 07 10:56:43 GMT 2025","passed","Sat Jun 07 10:56:44 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","79","update role","QA|Nova Bank - Infopool","Sat Jun 07 10:57:56 GMT 2025","passed","Sat Jun 07 10:57:56 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","115","Add Comment to Issue","QA|Nova Bank - Infopool","Sat Jun 07 10:56:41 GMT 2025","failed","Sat Jun 07 10:56:41 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","171","Weak password - Change password","QA|Nova Bank - Infopool","Sat Jun 07 10:56:28 GMT 2025","passed","Sat Jun 07 10:56:29 GMT 2025","v1 > Profile > Password","Bank User","",""
"","77","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sat Jun 07 10:56:43 GMT 2025","failed","Sat Jun 07 10:56:43 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","77","Create organization - no country ID","QA|Nova Bank - Infopool","Sat Jun 07 10:57:57 GMT 2025","passed","Sat Jun 07 10:57:57 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","83","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 10:56:32 GMT 2025","passed","Sat Jun 07 10:56:32 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","76","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sat Jun 07 10:57:58 GMT 2025","passed","Sat Jun 07 10:57:58 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","82","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sat Jun 07 10:56:42 GMT 2025","failed","Sat Jun 07 10:56:42 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","1125","Create a New Issue","QA|Nova Bank - Infopool","Sat Jun 07 10:56:32 GMT 2025","passed","Sat Jun 07 10:56:33 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
